timestamp,x,y,z
13754.206763,-148.041188,592.164754,-9959.241474
13754.207081,0.0,444.123565,-9959.241474
13754.207399,0.0,444.123565,-10112.460574
13754.207716,0.0,518.144159,-10342.289223
13754.208034,74.020594,222.061783,-10189.070123
13754.208352,0.0,296.082377,-10495.508323
13754.20867,-222.061783,74.020594,-10112.460574
13754.208987,74.020594,0.0,-10265.679673
13754.209305,0.0,0.0,-10112.460574
13754.209623,0.0,0.0,-9959.241474
13754.209941,74.020594,0.0,-10189.070123
13754.210258,0.0,-518.144159,-10572.117872
13754.210576,0.0,-148.041188,-10112.460574
13754.210894,-592.164754,-222.061783,-10342.289223
13754.211212,-666.185348,0.0,-10112.460574
13754.211529,0.0,-296.082377,-10265.679673
13754.211847,-296.082377,0.0,-10418.898773
13754.212165,-518.144159,222.061783,-10572.117872
13754.212483,-370.102971,592.164754,-10572.117872
13754.2128,-296.082377,518.144159,-10801.946522
13754.213118,-592.164754,740.205942,-11031.775171
13754.213436,-296.082377,222.061783,-10495.508323
13754.213754,-518.144159,222.061783,-10495.508323
13754.214072,-370.102971,0.0,-10112.460574
13754.214389,-592.164754,0.0,-10342.289223
13754.214707,-444.123565,74.020594,-10112.460574
13754.215025,0.0,-148.041188,-9882.631924
13754.215343,-148.041188,0.0,-10112.460574
13754.21566,0.0,0.0,-9882.631924
13754.215978,74.020594,0.0,-9652.803275
13754.216296,222.061783,74.020594,-9959.241474
13754.216614,0.0,148.041188,-9806.022374
13754.216931,222.061783,74.020594,-10035.851024
13754.217249,296.082377,518.144159,-11108.384721
13754.217567,0.0,0.0,-10342.289223
13754.217885,-296.082377,0.0,-10112.460574
13754.218202,-296.082377,222.061783,-10342.289223
13754.21852,0.0,370.102971,-10189.070123
13754.218838,-148.041188,518.144159,-10572.117872
13754.219156,0.0,296.082377,-10495.508323
13754.219473,-222.061783,222.061783,-10342.289223
13754.219791,-370.102971,74.020594,-10572.117872
13754.220109,-296.082377,-370.102971,-10572.117872
13754.220427,-296.082377,-222.061783,-10418.898773
13754.220744,-518.144159,0.0,-10342.289223
13754.221062,-444.123565,74.020594,-10189.070123
13754.22138,0.0,148.041188,-10189.070123
13754.221698,-444.123565,222.061783,-10725.336972
13754.222016,-148.041188,0.0,-10495.508323
13754.222333,-222.061783,-222.061783,-10189.070123
13754.222651,-592.164754,-148.041188,-10342.289223
13754.222969,-444.123565,0.0,-9959.241474
13754.223287,-666.185348,0.0,-10189.070123
13754.223604,-666.185348,74.020594,-10035.851024
13754.223922,-296.082377,222.061783,-10112.460574
13754.22424,-148.041188,370.102971,-9959.241474
13754.224558,0.0,444.123565,-9806.022374
13754.224875,0.0,666.185348,-10112.460574
13754.225193,0.0,740.205942,-9882.631924
13754.225511,0.0,370.102971,-10265.679673
13754.225829,0.0,888.24713,-10955.165621
13754.226146,-222.061783,148.041188,-10342.289223
13754.226464,-222.061783,74.020594,-10418.898773
13754.226782,0.0,0.0,-10189.070123
13754.2271,0.0,0.0,-9882.631924
13754.227417,74.020594,0.0,-10189.070123
13754.227735,74.020594,0.0,-10189.070123
13754.228053,74.020594,0.0,-10035.851024
13754.228371,-222.061783,-370.102971,-10189.070123
13754.228688,74.020594,-296.082377,-9806.022374
13754.229006,-592.164754,-222.061783,-10648.727422
13754.229324,-592.164754,-296.082377,-10189.070123
13754.229642,-518.144159,0.0,-10265.679673
13754.229959,-222.061783,222.061783,-10189.070123
13754.230277,-222.061783,666.185348,-10418.898773
13754.230595,-296.082377,518.144159,-10572.117872
13754.230913,0.0,444.123565,-10495.508323
13754.231231,-222.061783,148.041188,-10342.289223
13754.231548,-444.123565,222.061783,-10035.851024
13754.231866,-592.164754,444.123565,-10418.898773
13754.232184,-444.123565,148.041188,-10112.460574
13754.232502,-296.082377,74.020594,-10189.070123
13754.232819,0.0,296.082377,-9959.241474
13754.233137,0.0,296.082377,-10495.508323
13754.233455,74.020594,74.020594,-9882.631924
13754.233773,74.020594,148.041188,-9806.022374
13754.23409,0.0,0.0,-10112.460574
13754.234408,0.0,-370.102971,-10725.336972
13754.234726,-148.041188,0.0,-10035.851024
13754.235044,-222.061783,74.020594,-10189.070123
13754.235361,0.0,0.0,-10189.070123
13754.235679,0.0,74.020594,-9882.631924
13754.235997,740.205942,148.041188,-10265.679673
13754.236315,0.0,296.082377,-10265.679673
13754.236632,-222.061783,222.061783,-10265.679673
13754.23695,-444.123565,148.041188,-10572.117872
13754.237268,-666.185348,296.082377,-10418.898773
13754.237586,-370.102971,74.020594,-10648.727422
13754.237903,-444.123565,0.0,-10495.508323
13754.238221,-370.102971,0.0,-10495.508323
13754.238539,-296.082377,74.020594,-10495.508323
13754.238857,-518.144159,592.164754,-10342.289223
13754.239175,-148.041188,296.082377,-10495.508323
13754.239492,-222.061783,148.041188,-10572.117872
13754.23981,-222.061783,-148.041188,-10265.679673
13754.240128,-370.102971,0.0,-9959.241474
13754.240446,-444.123565,0.0,-10035.851024
13754.240763,-592.164754,-296.082377,-10035.851024
13754.241081,-444.123565,-148.041188,-9806.022374
13754.241399,-666.185348,222.061783,-9959.241474
13754.241717,148.041188,444.123565,-9346.365076
13754.242034,0.0,370.102971,-9806.022374
13754.242352,0.0,592.164754,-9959.241474
13754.24267,0.0,592.164754,-10189.070123
13754.242988,0.0,444.123565,-10342.289223
13754.243305,0.0,296.082377,-10418.898773
13754.243623,-148.041188,296.082377,-10342.289223
13754.243941,-296.082377,370.102971,-10495.508323
13754.244259,-222.061783,74.020594,-10112.460574
13754.244576,222.061783,0.0,-9729.412825
13754.244894,74.020594,222.061783,-10112.460574
13754.245212,222.061783,0.0,-10342.289223
13754.24553,-148.041188,0.0,-10189.070123
13754.245847,-296.082377,-148.041188,-10265.679673
13754.246165,-518.144159,-222.061783,-10572.117872
13754.246483,-518.144159,-740.205942,-10418.898773
13754.246801,-666.185348,-148.041188,-10189.070123
13754.247119,-296.082377,74.020594,-10189.070123
13754.247436,222.061783,148.041188,-10801.946522
13754.247754,-148.041188,148.041188,-10572.117872
13754.248072,-296.082377,370.102971,-10648.727422
13754.24839,-518.144159,370.102971,-10648.727422
13754.248707,-592.164754,148.041188,-10418.898773
13754.249025,-666.185348,0.0,-10265.679673
13754.249343,-592.164754,148.041188,-10342.289223
13754.249661,-444.123565,370.102971,-10112.460574
13754.249978,-296.082377,296.082377,-9959.241474
13754.250296,0.0,518.144159,-9576.193725
13754.250614,0.0,444.123565,-10112.460574
13754.250932,74.020594,222.061783,-9959.241474
13754.251249,148.041188,518.144159,-10112.460574
13754.251567,0.0,0.0,-10112.460574
13754.251885,0.0,0.0,-10265.679673
13754.252203,0.0,0.0,-10189.070123
13754.25252,0.0,0.0,-10189.070123
13754.252838,0.0,-222.061783,-10265.679673
13754.253156,0.0,148.041188,-10189.070123
13754.253474,148.041188,148.041188,-10035.851024
13754.253791,0.0,0.0,-9959.241474
13754.254109,-148.041188,74.020594,-10265.679673
13754.254427,-444.123565,148.041188,-10418.898773
13754.254745,-370.102971,0.0,-10189.070123
13754.255062,-444.123565,148.041188,-10572.117872
13754.25538,-444.123565,296.082377,-10495.508323
13754.255698,-518.144159,222.061783,-10648.727422
13754.256016,-370.102971,740.205942,-10878.556072
13754.256334,-148.041188,444.123565,-10572.117872
13754.256651,-370.102971,666.185348,-10572.117872
13754.256969,-148.041188,148.041188,-10572.117872
13754.257287,-444.123565,0.0,-10342.289223
13754.257605,-666.185348,222.061783,-10418.898773
13754.257922,-518.144159,-222.061783,-9959.241474
13754.25824,-296.082377,0.0,-10035.851024
13754.258558,-370.102971,0.0,-9959.241474
13754.258876,74.020594,0.0,-9652.803275
13754.259193,0.0,74.020594,-9959.241474
13754.259511,-296.082377,296.082377,-9959.241474
13754.259829,74.020594,148.041188,-10112.460574
13754.260147,-148.041188,74.020594,-10035.851024
13754.260464,0.0,814.226536,-10878.556072
13754.260782,0.0,592.164754,-10342.289223
13754.2611,0.0,296.082377,-10495.508323
13754.261418,0.0,444.123565,-10725.336972
13754.261735,-148.041188,148.041188,-9499.584175
13754.262053,-296.082377,444.123565,-10418.898773
13754.262371,-296.082377,444.123565,-10418.898773
13754.262689,0.0,296.082377,-10189.070123
13754.263006,-222.061783,0.0,-10265.679673
13754.263324,-444.123565,444.123565,-10112.460574
13754.263642,-296.082377,-148.041188,-10342.289223
13754.26396,-518.144159,-148.041188,-10112.460574
13754.264278,-518.144159,0.0,-10112.460574
13754.264595,-444.123565,0.0,-10189.070123
13754.264913,-222.061783,0.0,-10342.289223
13754.265231,-222.061783,74.020594,-10342.289223
13754.265549,-370.102971,370.102971,-10495.508323
13754.265866,-296.082377,148.041188,-10342.289223
13754.266184,0.0,74.020594,-10725.336972
13754.266502,-444.123565,370.102971,-10495.508323
13754.26682,-592.164754,148.041188,-10112.460574
13754.267137,-592.164754,0.0,-9959.241474
13754.267455,-444.123565,296.082377,-10265.679673
13754.267773,-296.082377,814.226536,-10112.460574
13754.268091,0.0,444.123565,-9959.241474
13754.268408,-148.041188,592.164754,-10112.460574
13754.268726,0.0,444.123565,-10035.851024
13754.269044,296.082377,-74.020594,-9806.022374
13754.269362,0.0,74.020594,-10265.679673
13754.269679,-222.061783,222.061783,-10189.070123
13754.269997,0.0,-296.082377,-10265.679673
13754.270315,0.0,-222.061783,-9959.241474
13754.270633,-148.041188,0.0,-10035.851024
13754.27095,0.0,0.0,-9959.241474
13754.271268,-148.041188,-148.041188,-10035.851024
13754.271586,-148.041188,148.041188,-10112.460574
13754.271904,-222.061783,0.0,-9652.803275
13754.272222,-444.123565,0.0,-10418.898773
13754.272539,-444.123565,-222.061783,-10418.898773
13754.272857,-370.102971,0.0,-10648.727422
13754.273175,-592.164754,222.061783,-10572.117872
13754.273493,-296.082377,370.102971,-10418.898773
13754.27381,0.0,518.144159,-10495.508323
13754.274128,-370.102971,740.205942,-10725.336972
13754.274446,-148.041188,444.123565,-10572.117872
13754.274764,-444.123565,-296.082377,-10342.289223
13754.275081,-444.123565,0.0,-10265.679673
13754.275399,-592.164754,-148.041188,-10112.460574
13754.275717,-592.164754,-148.041188,-9806.022374
13754.276035,-296.082377,0.0,-9959.241474
13754.276352,-148.041188,0.0,-9806.022374
13754.27667,0.0,296.082377,-9806.022374
13754.276988,0.0,74.020594,-9959.241474
13754.277306,74.020594,74.020594,-9882.631924
13754.277623,0.0,296.082377,-9806.022374
13754.277941,0.0,148.041188,-10112.460574
13754.278259,-370.102971,148.041188,-10189.070123
13754.278577,-148.041188,296.082377,-10265.679673
13754.278894,-222.061783,296.082377,-10189.070123
13754.279212,74.020594,296.082377,-10495.508323
13754.27953,0.0,444.123565,-10418.898773
13754.279848,0.0,370.102971,-10265.679673
13754.280165,0.0,222.061783,-10342.289223
13754.280483,-666.185348,296.082377,-9959.241474
13754.280801,-444.123565,148.041188,-10648.727422
13754.281119,-444.123565,-148.041188,-10572.117872
13754.281436,-296.082377,-296.082377,-10342.289223
13754.281754,-296.082377,0.0,-10112.460574
13754.282072,-370.102971,0.0,-9806.022374
13754.28239,-148.041188,0.0,-10035.851024
13754.282707,-148.041188,0.0,-10342.289223
13754.283025,-296.082377,74.020594,-10342.289223
13754.283343,-666.185348,0.0,-9882.631924
13754.283661,-518.144159,0.0,-10342.289223
13754.283978,-444.123565,-296.082377,-9959.241474
13754.284296,-444.123565,0.0,-9959.241474
13754.284614,-444.123565,148.041188,-9959.241474
13754.284932,0.0,666.185348,-10112.460574
13754.285249,0.0,518.144159,-9959.241474
13754.285567,0.0,444.123565,-10189.070123
13754.285885,0.0,814.226536,-10342.289223
13754.286203,74.020594,740.205942,-9269.755526
13754.28652,0.0,296.082377,-10265.679673
13754.286838,0.0,518.144159,-10112.460574
13754.287156,74.020594,74.020594,-10572.117872
13754.287474,0.0,0.0,-10265.679673
13754.287791,370.102971,-296.082377,-10112.460574
13754.288109,-296.082377,-296.082377,-10112.460574
13754.288427,0.0,-222.061783,-10112.460574
13754.288745,0.0,0.0,-9959.241474
13754.289062,0.0,0.0,-10189.070123
13754.28938,0.0,0.0,-10418.898773
13754.289698,-296.082377,-296.082377,-10725.336972
13754.290016,-518.144159,-518.144159,-10495.508323
13754.290333,-592.164754,-148.041188,-10495.508323
13754.290651,0.0,222.061783,-9806.022374
13754.290969,-296.082377,370.102971,-10342.289223
13754.291287,-296.082377,518.144159,-10572.117872
13754.291604,-518.144159,592.164754,-10801.946522
13754.291922,-444.123565,444.123565,-10572.117872
13754.29224,-296.082377,222.061783,-10648.727422
13754.292558,-296.082377,74.020594,-10265.679673
13754.292875,-518.144159,296.082377,-10035.851024
13754.293193,-370.102971,222.061783,-9806.022374
13754.293511,-370.102971,0.0,-9806.022374
13754.293829,0.0,0.0,-9806.022374
13754.294147,0.0,0.0,-9806.022374
13754.294464,0.0,0.0,-10112.460574
13754.294782,222.061783,0.0,-9959.241474
13754.2951,74.020594,74.020594,-10035.851024
13754.295418,148.041188,0.0,-9882.631924
13754.295735,0.0,0.0,-9959.241474
13754.296053,0.0,0.0,-10418.898773
13754.296371,-222.061783,0.0,-9652.803275
13754.296689,0.0,148.041188,-10112.460574
13754.297006,0.0,296.082377,-10112.460574
13754.297324,-148.041188,222.061783,-10265.679673
13754.297642,0.0,148.041188,-10189.070123
13754.29796,-148.041188,518.144159,-10189.070123
13754.298277,-148.041188,74.020594,-10495.508323
13754.298595,-296.082377,148.041188,-10495.508323
13754.298913,-370.102971,0.0,-10572.117872
13754.299231,-296.082377,0.0,-10572.117872
13754.299548,-296.082377,74.020594,-10189.070123
13754.299866,-222.061783,222.061783,-10495.508323
13754.300184,0.0,74.020594,-10648.727422
13754.300502,0.0,0.0,-10418.898773
13754.300819,-296.082377,0.0,-10265.679673
13754.301137,-370.102971,0.0,-10035.851024
13754.301455,-518.144159,-148.041188,-10265.679673
13754.301773,-666.185348,-370.102971,-10112.460574
13754.30209,-592.164754,0.0,-9729.412825
13754.302408,-666.185348,222.061783,-9806.022374
13754.302726,-222.061783,222.061783,-9882.631924
13754.303044,0.0,518.144159,-9882.631924
13754.303361,222.061783,814.226536,-10112.460574
13754.303679,74.020594,592.164754,-10342.289223
13754.303997,74.020594,444.123565,-10189.070123
13754.304315,-222.061783,518.144159,-10495.508323
13754.304632,-518.144159,222.061783,-10495.508323
13754.30495,-222.061783,74.020594,-10495.508323
13754.305268,-296.082377,370.102971,-9422.974625
13754.305586,0.0,74.020594,-10189.070123
13754.305903,0.0,74.020594,-10342.289223
13754.306221,0.0,74.020594,-10418.898773
13754.306539,0.0,0.0,-10189.070123
13754.306857,-592.164754,-518.144159,-10418.898773
13754.307174,-518.144159,-370.102971,-10265.679673
13754.307492,-592.164754,-296.082377,-10495.508323
13754.30781,-592.164754,0.0,-10342.289223
13754.308128,0.0,370.102971,-9959.241474
13754.308445,-222.061783,148.041188,-10265.679673
13754.308763,-296.082377,444.123565,-10572.117872
13754.309081,-370.102971,370.102971,-10572.117872
13754.309399,-518.144159,444.123565,-10418.898773
13754.309716,-296.082377,222.061783,-10189.070123
13754.310034,-592.164754,222.061783,-10342.289223
13754.310352,-666.185348,222.061783,-10342.289223
13754.31067,-518.144159,222.061783,-10495.508323
13754.310987,74.020594,222.061783,-10035.851024
13754.311305,-222.061783,444.123565,-9652.803275
13754.311623,0.0,222.061783,-10035.851024
13754.311941,0.0,222.061783,-10035.851024
13754.312258,74.020594,148.041188,-9882.631924
13754.312576,0.0,0.0,-9959.241474
13754.312894,0.0,-222.061783,-10035.851024
13754.313212,-222.061783,0.0,-10189.070123
13754.313529,0.0,-222.061783,-10112.460574
13754.313847,74.020594,0.0,-10035.851024
13754.314165,0.0,74.020594,-10418.898773
13754.314483,0.0,148.041188,-10418.898773
13754.3148,-222.061783,74.020594,-10265.679673
13754.315118,-222.061783,74.020594,-10572.117872
13754.315436,-444.123565,148.041188,-10495.508323
13754.315754,-592.164754,74.020594,-10342.289223
13754.316071,-222.061783,74.020594,-10572.117872
13754.316389,-296.082377,222.061783,-10495.508323
13754.316707,-370.102971,296.082377,-10878.556072
13754.317025,-296.082377,444.123565,-10572.117872
13754.317342,0.0,222.061783,-10342.289223
13754.31766,-370.102971,296.082377,-10572.117872
13754.317978,0.0,74.020594,-10495.508323
13754.318296,0.0,74.020594,-9959.241474
13754.318613,-148.041188,-222.061783,-10112.460574
13754.318931,-518.144159,-222.061783,-9882.631924
13754.319249,-592.164754,-370.102971,-9882.631924
13754.319567,-370.102971,0.0,-9806.022374
13754.319884,-296.082377,0.0,-9806.022374
13754.320202,-222.061783,74.020594,-10035.851024
13754.32052,0.0,296.082377,-9806.022374
13754.320838,0.0,444.123565,-9959.241474
13754.321155,370.102971,444.123565,-9882.631924
13754.321473,0.0,740.205942,-10418.898773
13754.321791,0.0,444.123565,-10495.508323
13754.322109,-222.061783,444.123565,-10648.727422
13754.322426,-148.041188,222.061783,-10342.289223
13754.322744,0.0,222.061783,-10495.508323
13754.323062,0.0,296.082377,-10342.289223
13754.32338,0.0,222.061783,-10342.289223
13754.323697,148.041188,0.0,-10112.460574
13754.324015,0.0,0.0,-10418.898773
13754.324333,-370.102971,-148.041188,-10265.679673
13754.324651,-370.102971,-444.123565,-10189.070123
13754.324968,-592.164754,-592.164754,-10035.851024
13754.325286,-296.082377,-296.082377,-9882.631924
13754.325604,-518.144159,0.0,-10265.679673
13754.325922,-148.041188,296.082377,-10572.117872
13754.326239,0.0,148.041188,-10495.508323
13754.326557,-370.102971,518.144159,-10418.898773
13754.326875,-296.082377,74.020594,-10265.679673
13754.327193,-592.164754,0.0,-10495.508323
13754.32751,-740.205942,222.061783,-10189.070123
13754.327828,-740.205942,222.061783,-10418.898773
13754.328146,-518.144159,222.061783,-10265.679673
13754.328464,-370.102971,370.102971,-10189.070123
13754.328781,0.0,222.061783,-9882.631924
13754.329099,0.0,444.123565,-9882.631924
13754.329417,0.0,370.102971,-9959.241474
13754.329735,-296.082377,740.205942,-9959.241474
13754.330052,0.0,148.041188,-10265.679673
13754.33037,148.041188,74.020594,-10189.070123
13754.330688,-296.082377,0.0,-10112.460574
13754.331006,0.0,-222.061783,-10265.679673
13754.331323,-148.041188,0.0,-10189.070123
13754.331641,0.0,-148.041188,-10189.070123
13754.331959,-148.041188,0.0,-10112.460574
13754.332277,0.0,0.0,-10112.460574
13754.332594,444.123565,74.020594,-10035.851024
13754.332912,-444.123565,0.0,-10495.508323
13754.33323,-518.144159,0.0,-10495.508323
13754.333548,-666.185348,0.0,-10725.336972
13754.333865,-296.082377,0.0,-10495.508323
13754.334183,-370.102971,370.102971,-10418.898773
13754.334501,-296.082377,518.144159,-10725.336972
13754.334819,-148.041188,592.164754,-10801.946522
13754.335136,-296.082377,296.082377,-10648.727422
13754.335454,-370.102971,296.082377,-9652.803275
13754.335772,-370.102971,0.0,-10418.898773
13754.33609,-370.102971,-148.041188,-10035.851024
13754.336407,-518.144159,-222.061783,-9806.022374
13754.336725,-592.164754,-222.061783,-10035.851024
13754.337043,0.0,74.020594,-10342.289223
13754.337361,-222.061783,0.0,-9959.241474
13754.337678,74.020594,0.0,-9882.631924
13754.337996,74.020594,222.061783,-9959.241474
13754.338314,74.020594,444.123565,-9882.631924
13754.338632,0.0,296.082377,-10112.460574
13754.338949,0.0,370.102971,-10572.117872
13754.339267,-296.082377,296.082377,-10418.898773
13754.339585,-222.061783,222.061783,-10648.727422
13754.339903,0.0,222.061783,-10189.070123
13754.34022,0.0,0.0,-10342.289223
13754.340538,0.0,444.123565,-10112.460574
13754.340856,74.020594,296.082377,-10265.679673
13754.341174,0.0,1110.308913,-10495.508323
13754.341491,-296.082377,74.020594,-10265.679673
13754.341809,-370.102971,0.0,-10572.117872
13754.342127,-518.144159,-148.041188,-10418.898773
13754.342445,-444.123565,-296.082377,-10189.070123
13754.342762,-296.082377,0.0,-10418.898773
13754.34308,-296.082377,222.061783,-10112.460574
13754.343398,0.0,222.061783,-10265.679673
13754.343716,-148.041188,0.0,-9959.241474
13754.344033,-296.082377,222.061783,-10112.460574
13754.344351,-370.102971,0.0,-10342.289223
13754.344669,-740.205942,0.0,-10189.070123
13754.344987,-740.205942,0.0,-9959.241474
13754.345304,-740.205942,222.061783,-10035.851024
13754.345622,0.0,0.0,-9806.022374
13754.34594,0.0,518.144159,-10035.851024
13754.346258,0.0,666.185348,-10112.460574
13754.346575,0.0,592.164754,-10035.851024
13754.346893,0.0,592.164754,-9806.022374
13754.347211,-222.061783,296.082377,-10418.898773
13754.347529,0.0,148.041188,-10418.898773
13754.347846,0.0,148.041188,-10342.289223
13754.348164,-222.061783,0.0,-10189.070123
13754.348482,296.082377,74.020594,-10265.679673
13754.3488,0.0,-222.061783,-10112.460574
13754.349117,0.0,-222.061783,-9806.022374
13754.349435,0.0,-74.020594,-9806.022374
13754.349753,-148.041188,0.0,-10342.289223
13754.350071,-222.061783,-148.041188,-10265.679673
13754.350388,-148.041188,-296.082377,-10265.679673
13754.350706,-296.082377,0.0,-10342.289223
13754.351024,-370.102971,-148.041188,-10189.070123
13754.351342,-666.185348,-222.061783,-10648.727422
13754.35166,-296.082377,222.061783,-10725.336972
13754.351977,-296.082377,444.123565,-10572.117872
13754.352295,-370.102971,666.185348,-10495.508323
13754.352613,-444.123565,444.123565,-10572.117872
13754.352931,-518.144159,666.185348,-10801.946522
13754.353248,-518.144159,296.082377,-10572.117872
13754.353566,-444.123565,0.0,-10112.460574
13754.353884,-666.185348,0.0,-10265.679673
13754.354202,74.020594,0.0,-9576.193725
13754.354519,-222.061783,0.0,-9882.631924
13754.354837,-296.082377,148.041188,-9806.022374
13754.355155,-148.041188,0.0,-9729.412825
13754.355473,0.0,0.0,-9806.022374
13754.35579,74.020594,0.0,-9806.022374
13754.356108,0.0,0.0,-9806.022374
13754.356426,0.0,148.041188,-10035.851024
13754.356744,0.0,0.0,-10189.070123
13754.357061,74.020594,296.082377,-10112.460574
13754.357379,0.0,74.020594,-10342.289223
13754.357697,0.0,222.061783,-10418.898773
13754.358015,0.0,518.144159,-10342.289223
13754.358332,0.0,444.123565,-10189.070123
13754.35865,74.020594,370.102971,-10418.898773
13754.358968,-296.082377,370.102971,-10648.727422
13754.359286,-296.082377,74.020594,-10495.508323
13754.359603,-444.123565,-296.082377,-10648.727422
13754.359921,-74.020594,0.0,-10725.336972
13754.360239,-370.102971,0.0,-10342.289223
13754.360557,0.0,148.041188,-10418.898773
13754.360874,-148.041188,148.041188,-10342.289223
13754.361192,-222.061783,0.0,-10112.460574
13754.36151,-370.102971,222.061783,-10265.679673
13754.361828,-518.144159,0.0,-10265.679673
13754.362145,-666.185348,0.0,-10265.679673
13754.362463,-666.185348,0.0,-9806.022374
13754.362781,-962.267725,148.041188,-9422.974625
13754.363099,-518.144159,0.0,-9882.631924
13754.363416,-296.082377,296.082377,-9959.241474
13754.363734,0.0,296.082377,-10035.851024
13754.364052,0.0,444.123565,-10035.851024
13754.36437,148.041188,666.185348,-10189.070123
13754.364687,0.0,518.144159,-10572.117872
13754.365005,0.0,444.123565,-10495.508323
13754.365323,74.020594,222.061783,-10418.898773
13754.365641,-370.102971,148.041188,-10725.336972
13754.365958,-222.061783,148.041188,-10189.070123
13754.366276,0.0,0.0,-10112.460574
13754.366594,148.041188,0.0,-10112.460574
13754.366912,74.020594,-148.041188,-9959.241474
13754.367229,370.102971,-296.082377,-10112.460574
13754.367547,74.020594,0.0,-10112.460574
13754.367865,-518.144159,-370.102971,-10265.679673
13754.368183,-370.102971,-518.144159,-10342.289223
13754.3685,-518.144159,74.020594,-10265.679673
13754.368818,-740.205942,0.0,-10189.070123
13754.369136,-444.123565,0.0,-10189.070123
13754.369454,-148.041188,518.144159,-10418.898773
13754.369771,-148.041188,740.205942,-10342.289223
13754.370089,-370.102971,666.185348,-10265.679673
13754.370407,-518.144159,666.185348,-10495.508323
13754.370725,-518.144159,222.061783,-10342.289223
13754.371042,-666.185348,296.082377,-10189.070123
13754.37136,-814.226536,740.205942,-10572.117872
